"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
4,204,50.75,,Rosey EFFIONG,08 MAY 2001,USA,5,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1176
5,204,50.75,,Shafiqua MALONEY,27 FEB 1999,VIN,3,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1176
6,207,50.76,,Andrea MIKLÓS,17 APR 1999,ROU,3,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1175
7,207,50.76,,Victoria OHURUOGU,28 FEB 1993,GBR,7,"Olympic Stadium, London (GBR)",20 JUL 2024,1175
8,209,50.77,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,1sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1175
9,209,50.77,,Jan'Taijah JONES,15 MAR 2001,USA,7,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1175
10,209,50.77,,Natalia KACZMAREK,17 JAN 1998,POL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1175
11,209,50.77,,Nickisha PRYCE,07 MAR 2001,JAM,4sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1175
12,213,50.78,,Polina TKALICH,09 JUN 2000,RUS,1,"LFK CSKA, Moskva (RUS) (i)",24 FEB 2024,1208
13,213,50.78,,Talitha DIGGS,22 AUG 2002,USA,4sf3,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1174
14,213,50.78,,Lina NIELSEN,13 MAR 1996,GBR,1f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1174
15,213,50.78,,Andrea MIKLÓS,17 APR 1999,ROU,5sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1174
16,217,50.79,,Amber ANNING,18 NOV 2000,GBR,1f2,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1207
17,217,50.79,,Zoe SHERAR,07 NOV 1999,CAN,3,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1174
18,217,50.79,,Brianna WHITE,09 JUN 2002,USA,8,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1174
19,217,50.79,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,7sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1174
20,221,50.8,,Alexis HOLMES,28 JAN 2000,USA,1f3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",09 FEB 2024,1207
21,221,50.8,,Alexis HOLMES,28 JAN 2000,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1174
22,221,50.8,,Jermaisha ARNOLD,05 FEB 2002,USA,6,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1174
23,221,50.8,,Naomi VAN DEN BROECK,03 JAN 1996,BEL,1f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1174
24,221,50.8,,JaMeesia FORD,26 JAN 2005,USA,8,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1174
25,226,50.81,,JaMeesia FORD,26 JAN 2005,USA,5f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1173
26,226,50.81,,Henriette JÆGER,30 JUN 2003,NOR,6,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1173
27,226,50.81,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,32,"Stade de France, Paris (FRA)",06 AUG 2024,1173
28,226,50.81,,Polina TKALICH,09 JUN 2000,RUS,1sf3,"Kalininets Stadium, Yekaterinburg (RUS)",16 AUG 2024,1173
29,230,50.82,,Isabella WHITTAKER,15 FEB 2002,USA,2sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1173
30,230,50.82,,Sharlene MAWDSLEY,10 AUG 1998,IRL,2f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1173
31,230,50.82,,Sada WILLIAMS,01 DEC 1997,BAR,8,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1173
32,233,50.83,,Kaylyn BROWN,31 DEC 2004,USA,1f1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2024,1206
33,233,50.83,,Nickisha PRYCE,07 MAR 2001,JAM,2f2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2024,1206
34,233,50.83,,Brianna WHITE,09 JUN 2002,USA,7,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1172
35,233,50.83,,Lauren GALE,01 JAN 2000,CAN,1,"Foote Field, Edmonton (CAN)",13 JUN 2024,1172
36,233,50.83,,Lina Esther LICONA TORRES,01 OCT 1998,COL,1,"Padre Carolo, Quito (ECU)",20 JUN 2024,1172
37,233,50.83,,Gunta VAIČULE,09 MAR 1995,LAT,1f3,"Jāņa Daliņa Stadium, Valmiera (LAT)",29 JUN 2024,1172
38,239,50.84,,Roxana GÓMEZ,07 JAN 1999,CUB,1f1,"Stade Omnisports Schlossberg, Forbach (FRA)",26 MAY 2024,1172
39,240,50.86,,Amber ANNING,18 NOV 2000,GBR,1h3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1205
40,240,50.86,,Jermaisha ARNOLD,05 FEB 2002,USA,6f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1171
41,240,50.86,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,8,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1171
42,240,50.86,,Laviai NIELSEN,13 MAR 1996,GBR,1f1,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1171
43,240,50.86,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,1,"National Stadium, Kingston (JAM)",01 JUN 2024,1171
44,245,50.88,,Quanera HAYES,07 MAR 1992,USA,1,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1170
45,245,50.88,,Jan'Taijah JONES,15 MAR 2001,USA,3sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1170
46,247,50.89,,Laviai NIELSEN,13 MAR 1996,GBR,4,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1203
47,247,50.89,,Marileidy PAULINO,25 OCT 1996,DOM,1,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1170
48,247,50.89,,Lynna IRBY-JACKSON,06 DEC 1998,USA,1h1,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1170
49,247,50.89,,Lieke KLAVER,20 AUG 1998,NED,6,"Stade Charléty, Paris (FRA)",07 JUL 2024,1170
50,247,50.89,,Roxana GÓMEZ,07 JAN 1999,CUB,1f3,"Centro Sportivo G. Olmo-P. Ferro, Celle Ligure (ITA)",17 JUL 2024,1170
51,247,50.89,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,21,"Stade de France, Paris (FRA)",06 AUG 2024,1170
52,253,50.9,,Nickisha PRYCE,07 MAR 2001,JAM,1h9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1203
53,254,50.91,,Jermaisha ARNOLD,05 FEB 2002,USA,2h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1169
54,254,50.91,,Talitha DIGGS,22 AUG 2002,USA,2,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1169
55,254,50.91,,Miranda Charlene COETZEE,14 NOV 1997,RSA,1sf2,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1169
56,254,50.91,,Andrea MIKLÓS,17 APR 1999,ROU,4,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1169
57,258,50.92,,Rachel JOSEPH,26 MAR 2004,USA,1h5,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1169
58,258,50.92,,Rosey EFFIONG,08 MAY 2001,USA,5sf3,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1169
59,258,50.92,,Pahal KIRAN,05 AUG 2000,IND,1sf2,"Tau Devi Lal Stadium, Panchkula (IND)",27 JUN 2024,1169
60,258,50.92,,Pahal KIRAN,05 AUG 2000,IND,1,"Tau Devi Lal Stadium, Panchkula (IND)",28 JUN 2024,1169
61,258,50.92,,Laviai NIELSEN,13 MAR 1996,GBR,2,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1169
62,258,50.92,,Bailey LEAR,17 MAR 2001,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1169
63,264,50.93,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,1h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1168
64,264,50.93,,Victoria OHURUOGU,28 FEB 1993,GBR,4h4,"Stade de France, Paris (FRA)",05 AUG 2024,1168
65,264,50.93,,Gunta VAIČULE,09 MAR 1995,LAT,23,"Stade de France, Paris (FRA)",06 AUG 2024,1168
66,267,50.94,,Shafiqua MALONEY,27 FEB 1999,VIN,1f5,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1168
67,267,50.94,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,3,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1168
68,267,50.94,,Zoe SHERAR,07 NOV 1999,CAN,2,"Foote Field, Edmonton (CAN)",13 JUN 2024,1168
69,267,50.94,,Quanera HAYES,07 MAR 1992,USA,2h5,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1168
70,267,50.94,,Bailey LEAR,17 MAR 2001,USA,5sf1,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1168
71,272,50.95,,Jermaisha ARNOLD,05 FEB 2002,USA,2h2,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1168
72,272,50.95,,Paola MORÁN,25 FEB 1997,MEX,2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1168
73,272,50.95,,Eveline SAALBERG,30 JUL 1998,NED,1f3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1168
74,272,50.95,,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,4h2,"Stade de France, Paris (FRA)",05 AUG 2024,1168
75,276,50.96,,Michaela MOUTON,16 MAR 2005,USA,3h2,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1167
76,276,50.96,,Salwa Eid NASER,23 MAY 1998,BRN,1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1167
77,276,50.96,,Shamier LITTLE,20 MAR 1995,USA,9,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1167
78,276,50.96,,Rhasidat ADELEKE,29 AUG 2002,IRL,3,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1167
79,280,50.98,,Salwa Eid NASER,23 MAY 1998,BRN,1f1,"Estadio Luguelín Santos, Bayaguana (DOM)",20 APR 2024,1166
80,280,50.98,,Jessica MCDOWELL,22 FEB 2001,USA,4sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1166
81,282,50.99,,Alexis HOLMES,28 JAN 2000,USA,2sf2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1200
82,282,50.99,,Ziyah HOLMAN,01 MAR 2002,USA,1f3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1166
83,282,50.99,,Gabby SCOTT,13 JAN 1997,PUR,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1166
84,282,50.99,,Sharlene MAWDSLEY,10 AUG 1998,IRL,2sf3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1166
85,282,50.99,,Andrea MIKLÓS,17 APR 1999,ROU,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1166
86,287,51.0,,Rosey EFFIONG,08 MAY 2001,USA,2f1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2024,1199
87,287,51.0,,Nickisha PRYCE,07 MAR 2001,JAM,1f1,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1199
88,287,51.0,,Gabby SCOTT,13 JAN 1997,PUR,2f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1166
89,287,51.0,,Bailey LEAR,17 MAR 2001,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1166
90,291,51.01,,Lynna IRBY-JACKSON,06 DEC 1998,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1165
91,291,51.01,,Andrea MIKLÓS,17 APR 1999,ROU,1,"Cluj Arena, Cluj-Napoca (ROU)",29 JUN 2024,1165
92,291,51.01,,Skyler FRANKLIN,24 JUL 2007,USA,3,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1165
93,294,51.02,,Jessica MCDOWELL,22 FEB 2001,USA,3h1,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1165
94,294,51.02,,Laviai NIELSEN,13 MAR 1996,GBR,9,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1165
95,296,51.03,,Rosey EFFIONG,08 MAY 2001,USA,2f2,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1198
96,296,51.03,,Polina TKALICH,09 JUN 2000,RUS,1f5,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1164
97,296,51.03,,Victoria OHURUOGU,28 FEB 1993,GBR,3f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1164
98,299,51.04,,Nickisha PRYCE,07 MAR 2001,JAM,1f14,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",09 FEB 2024,1198
99,299,51.04,,Rosey EFFIONG,08 MAY 2001,USA,3h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1164
0,299,51.04,,Laviai NIELSEN,13 MAR 1996,GBR,7,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1164
1,299,51.04,,Paola MORÁN,25 FEB 1997,MEX,3h3,"Stade de France, Paris (FRA)",05 AUG 2024,1164
2,303,51.05,,Henriette JÆGER,30 JUN 2003,NOR,2f1,"Arena, Toruń (POL) (i)",06 FEB 2024,1197
3,303,51.05,,Kendall ELLIS,08 MAR 1996,USA,2,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1164
4,303,51.05,,Lynna IRBY-JACKSON,06 DEC 1998,USA,2,"National Stadium, Kingston (JAM)",01 JUN 2024,1164
5,303,51.05,,Lauren GALE,01 JAN 2000,CAN,1,"Alumni Field, Windsor (CAN)",02 JUN 2024,1164
6,303,51.05,,Isabella WHITTAKER,15 FEB 2002,USA,2sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1164
7,303,51.05,,Alexis HOLMES,28 JAN 2000,USA,1h4,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1164
8,303,51.05,,Martina WEIL,12 JUL 1999,CHI,2,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1164
9,303,51.05,,Polina TKALICH,09 JUN 2000,RUS,1f3,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1164
10,303,51.05,,Ella ONOJUVWEVWO,25 MAR 2005,NGR,6sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1164
11,312,51.06,,Lurdes Gloria MANUEL,12 JUL 2005,CZE,3sf1,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1163
12,313,51.07,,Britton WILSON,13 NOV 2000,USA,1,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1163
13,313,51.07,,Jan'Taijah JONES,15 MAR 2001,USA,1,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1163
14,313,51.07,,Kimberly HARRIS,11 JUL 2002,USA,2h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1163
15,313,51.07,,Alice MANGIONE,19 JAN 1997,ITA,33,"Stade de France, Paris (FRA)",06 AUG 2024,1163
16,317,51.08,,Cathelijn PEETERS,06 NOV 1996,NED,1f1,"Ergilio Hato Stadion, Willemstad (AHO)",28 APR 2024,1162
17,317,51.08,,Kendall ELLIS,08 MAR 1996,USA,4,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1162
18,317,51.08,,Andrea MIKLÓS,17 APR 1999,ROU,7,"Stade Charléty, Paris (FRA)",07 JUL 2024,1162
19,320,51.09,,Kaylyn BROWN,31 DEC 2004,USA,3h5,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1162
20,321,51.1,,Alice MANGIONE,19 JAN 1997,ITA,3f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1162
21,321,51.1,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,2h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1162
22,323,51.11,,Laviai NIELSEN,13 MAR 1996,GBR,1f2,"Arena Stade Couvert, Liévin (FRA) (i)",10 FEB 2024,1195
23,323,51.11,,Andrea MIKLÓS,17 APR 1999,ROU,1f1,"Gallur, Madrid (ESP) (i)",23 FEB 2024,1195
24,323,51.11,,Brianna WHITE,09 JUN 2002,USA,2h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1161
25,323,51.11,,Jan'Taijah JONES,15 MAR 2001,USA,2h3,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1161
26,327,51.12,,Rhasidat ADELEKE,29 AUG 2002,IRL,1f1,"Convention Center, Albuquerque, NM (USA) (i)",03 FEB 2024,1194
27,327,51.12,,Bailey LEAR,17 MAR 2001,USA,2h1,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1161
28,327,51.12,,Stacey Ann WILLIAMS,08 MAR 1999,JAM,5,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1161
29,330,51.13,,Amber ANNING,18 NOV 2000,GBR,1h4,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1161
30,330,51.13,,Sophie BECKER,16 MAY 1997,IRL,1f1,"Mary Peters Track, Belfast (GBR)",11 MAY 2024,1161
31,330,51.13,,Gabby SCOTT,13 JAN 1997,PUR,1h1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1161
32,330,51.13,,Andrea MIKLÓS,17 APR 1999,ROU,2sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1161
33,330,51.13,,Gunta VAIČULE,09 MAR 1995,LAT,5h4,"Stade de France, Paris (FRA)",05 AUG 2024,1161
34,335,51.14,,Isabella WHITTAKER,15 FEB 2002,USA,1f3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1160
35,335,51.14,,Susanne GOGL-WALLI,05 MAY 1996,AUT,3sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1160
36,335,51.14,,Victoria OHURUOGU,28 FEB 1993,GBR,5sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1160
37,338,51.15,,Javonya VALCOURT,08 DEC 2004,BAH,1f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1160
38,338,51.15,,Michaela MOUTON,16 MAR 2005,USA,1pr2,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1160
39,338,51.15,,Martina WEIL,12 JUL 1999,CHI,4h3,"Stade de France, Paris (FRA)",05 AUG 2024,1160
40,341,51.16,,Lina Esther LICONA TORRES,01 OCT 1998,COL,1f2,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",08 JUN 2024,1159
41,341,51.16,,Charokee YOUNG,21 AUG 2000,JAM,1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1159
42,341,51.16,,Miranda Charlene COETZEE,14 NOV 1997,RSA,1,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1159
43,341,51.16,,Ashley WILLIAMS,25 OCT 1996,JAM,3h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1159
44,341,51.16,,Quanera HAYES,07 MAR 1992,USA,3,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1159
45,341,51.16,,Kendall ELLIS,08 MAR 1996,USA,5h1,"Stade de France, Paris (FRA)",05 AUG 2024,1159
46,341,51.16,,Andrea MIKLÓS,17 APR 1999,ROU,3,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1159
47,348,51.17,,Rosey EFFIONG,08 MAY 2001,USA,1h3,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1192
48,348,51.17,,Quanera HAYES,07 MAR 1992,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1159
49,348,51.17,,Kaylyn BROWN,31 DEC 2004,USA,1pr4,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1159
50,348,51.17,,Susanne GOGL-WALLI,05 MAY 1996,AUT,7sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1159
51,352,51.18,,Lieke KLAVER,20 AUG 1998,NED,1sf1,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1192
52,352,51.18,,Alexis HOLMES,28 JAN 2000,USA,1,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1159
53,352,51.18,,Isabella WHITTAKER,15 FEB 2002,USA,2h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1159
54,352,51.18,,Yemi Mary JOHN,03 MAY 2003,GBR,1,"Olympic Stadium, London (GBR)",20 JUL 2024,1159
55,352,51.18,,Sharlene MAWDSLEY,10 AUG 1998,IRL,31,"Stade de France, Paris (FRA)",06 AUG 2024,1159
56,352,51.18,,Aaliyah BUTLER,05 NOV 2003,USA,6sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1159
57,358,51.19,,Rosey EFFIONG,08 MAY 2001,USA,1h5,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1192
58,358,51.19,,Aaliyah BUTLER,05 NOV 2003,USA,3f2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2024,1192
59,360,51.2,,Miranda Charlene COETZEE,14 NOV 1997,RSA,1f1,"Mestský Stadion Sletište, Kladno (CZE)",22 MAY 2024,1158
60,360,51.2,,Zoe SHERAR,07 NOV 1999,CAN,2,"Alumni Field, Windsor (CAN)",02 JUN 2024,1158
61,360,51.2,,Jermaisha ARNOLD,05 FEB 2002,USA,3h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1158
62,360,51.2,,Paola MORÁN,25 FEB 1997,MEX,1,"Pista Luis Quintanar, Guadalajara (MEX)",22 JUN 2024,1158
63,360,51.2,,Hanna MIKHAILAVA,29 MAR 1998,BLR,2f2,"Regional Sport Complex, Brest (BLR)",01 AUG 2024,1158
64,365,51.21,,Roxana GÓMEZ,07 JAN 1999,CUB,2f1,"Estadio Luguelín Santos, Bayaguana (DOM)",20 APR 2024,1157
65,365,51.21,,Brittany BROWN,18 APR 1995,USA,2,"National Stadium, Kingston (JAM)",11 MAY 2024,1157
66,365,51.21,,Rosey EFFIONG,08 MAY 2001,USA,2h4,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1157
67,365,51.21,,Susanne GOGL-WALLI,05 MAY 1996,AUT,3,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1157
68,369,51.22,,Aaliyah BUTLER,05 NOV 2003,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1157
69,369,51.22,,Leah ANDERSON,01 DEC 1999,JAM,1f1,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1157
70,369,51.22,,Kendall ELLIS,08 MAR 1996,USA,3h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1157
71,369,51.22,,Gabby SCOTT,13 JAN 1997,PUR,7sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1157
72,373,51.23,,Andrea MIKLÓS,17 APR 1999,ROU,2f2,"Arena Stade Couvert, Liévin (FRA) (i)",10 FEB 2024,1190
73,373,51.23,,Talitha DIGGS,22 AUG 2002,USA,2,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1190
74,373,51.23,,Talitha DIGGS,22 AUG 2002,USA,5,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1190
75,373,51.23,,Kimberly HARRIS,11 JUL 2002,USA,3h3,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1157
76,373,51.23,,Susanne GOGL-WALLI,05 MAY 1996,AUT,7,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1157
77,373,51.23,,Andrenette KNIGHT,19 NOV 1996,JAM,3h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1157
78,373,51.23,,Yemi Mary JOHN,03 MAY 2003,GBR,3,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1157
79,373,51.23,,Sada WILLIAMS,01 DEC 1997,BAR,4,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1157
80,381,51.24,,Jermaisha ARNOLD,05 FEB 2002,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1156
81,381,51.24,,Junelle BROMFIELD,08 FEB 1998,JAM,3,"National Stadium, Kingston (JAM)",30 JUN 2024,1156
82,381,51.24,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,4,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1156
83,384,51.25,,Mary MORAA,15 JUN 2000,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",06 MAR 2024,1156
84,384,51.25,,Kendall ELLIS,08 MAR 1996,USA,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1156
85,384,51.25,,Miranda Charlene COETZEE,14 NOV 1997,RSA,1f3,"Pilditch Stadium, Pretoria (RSA)",15 JUN 2024,1156
86,384,51.25,,Zoe SHERAR,07 NOV 1999,CAN,1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2024,1156
87,388,51.26,,Britton WILSON,13 NOV 2000,USA,3,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1155
88,388,51.26,,Lada VONDROVÁ,06 SEP 1999,CZE,4,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1155
89,388,51.26,,Kimberly HARRIS,11 JUL 2002,USA,4sf2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1155
90,391,51.27,,Shamier LITTLE,20 MAR 1995,USA,4,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1155
91,391,51.27,,Amandine BROSSIER,15 AUG 1995,FRA,8,"Stade Charléty, Paris (FRA)",07 JUL 2024,1155
92,393,51.28,,Talitha DIGGS,22 AUG 2002,USA,2sf1,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1188
93,393,51.28,,Paola MORÁN,25 FEB 1997,MEX,1h1,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",28 JUN 2024,1155
94,393,51.28,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,4,"National Stadium, Kingston (JAM)",30 JUN 2024,1155
95,393,51.28,,Hanne CLAES,04 AUG 1991,BEL,2f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1155
96,393,51.28,,Sophie BECKER,16 MAY 1997,IRL,24,"Stade de France, Paris (FRA)",06 AUG 2024,1155
97,393,51.28,,Shamier LITTLE,20 MAR 1995,USA,4,"Icahn Stadium, New York, NY (USA)",26 SEP 2024,1155
98,399,51.29,,Bailey LEAR,17 MAR 2001,USA,3f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1154
99,399,51.29,,Shafiqua MALONEY,27 FEB 1999,VIN,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1154
