"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
93,190,12.65,-0.9,Danielle WILLIAMS,14 SEP 1992,JAM,6,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1203
94,190,12.65,0.2,Christina CLEMONS,29 MAY 1990,USA,3f1,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1198
95,190,12.65,1.1,Nadine VISSER,09 FEB 1995,NED,1h1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1198
96,190,12.65,-0.4,Nadine VISSER,09 FEB 1995,NED,1,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1200
97,190,12.65,1.6,Michelle JENNEKE,23 JUN 1993,AUS,6,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1198
98,190,12.65,1.5,Lotta HARALA,26 MAR 1992,FIN,4h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1198
99,190,12.65,-0.6,Ackera NUGENT,29 APR 2002,JAM,1h5,"Stade de France, Paris (FRA)",07 AUG 2024,1201
0,201,12.66,1.6,Alia ARMSTRONG,28 DEC 2000,USA,1h3,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1196
1,201,12.66,-1.0,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,4,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1202
2,201,12.66,1.0,Yanique THOMPSON,12 MAR 1996,JAM,2,"National Stadium, Kingston (JAM)",01 JUN 2024,1196
3,201,12.66,1.2,Christina CLEMONS,29 MAY 1990,USA,1h1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1196
4,201,12.66,-1.9,Tobi AMUSAN,23 APR 1997,NGR,3,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1207
5,201,12.66,1.6,Sarah LAVIN,28 MAY 1994,IRL,3,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1196
6,201,12.66,1.7,Talie BONDS,02 OCT 1998,USA,2h1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1196
7,201,12.66,0.8,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,1,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1196
8,201,12.66,-1.7,Masai RUSSELL,17 JUN 2000,USA,3,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1206
9,201,12.66,-0.4,Alaysha JOHNSON,20 JUL 1996,USA,5,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1198
10,211,12.67,-0.2,Masai RUSSELL,17 JUN 2000,USA,6,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1196
11,211,12.67,1.7,Yoveinny MOTA,20 JUN 2000,VEN,1pr2,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1195
12,211,12.67,0.8,Jasmine JONES,30 NOV 2001,USA,2sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1195
13,211,12.67,0.5,Pia SKRZYSZOWSKA,20 APR 2001,POL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1195
14,211,12.67,0.8,Alia ARMSTRONG,28 DEC 2000,USA,4sf1,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1195
15,211,12.67,0.4,Maribel Vanessa CAICEDO,01 APR 1998,ECU,4sf2,"Stade de France, Paris (FRA)",09 AUG 2024,1195
16,211,12.67,0.6,Cindy SEMBER,05 AUG 1994,GBR,7h2,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1195
17,211,12.67,0.0,Nadine VISSER,09 FEB 1995,NED,1,"Stade universitaire de St-Léonard, Fribourg (SUI)",01 SEP 2024,1195
18,211,12.67,-0.5,Cindy SEMBER,05 AUG 1994,GBR,2f1,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1198
19,220,12.68,0.7,Demisha ROSWELL,19 JUN 1998,JAM,2,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1193
20,220,12.68,0.7,Talie BONDS,02 OCT 1998,USA,3,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1193
21,220,12.68,-0.6,Ditaji KAMBUNDJI,20 MAY 2002,SUI,1,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1196
22,220,12.68,0.3,Reetta HURSKE,15 MAY 1995,FIN,1,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1193
23,220,12.68,0.4,Ditaji KAMBUNDJI,20 MAY 2002,SUI,5sf2,"Stade de France, Paris (FRA)",09 AUG 2024,1193
24,225,12.69,0.7,Christina CLEMONS,29 MAY 1990,USA,4,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1192
25,225,12.69,1.8,Mariam ABDUL-RASHID,21 SEP 1997,CAN,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1192
26,225,12.69,-0.5,Amber HUGHES,23 SEP 1994,USA,1,"Štadión SNP, Banská Bystrica (SVK)",24 MAY 2024,1195
27,225,12.69,0.3,Michelle JENNEKE,23 JUN 1993,AUS,2,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1192
28,225,12.69,0.5,Megan TAPPER,18 MAR 1994,JAM,4,"National Stadium, Kingston (JAM)",30 JUN 2024,1192
29,225,12.69,-0.8,Nadine VISSER,09 FEB 1995,NED,2h1,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1196
30,225,12.69,-0.2,Maribel Vanessa CAICEDO,01 APR 1998,ECU,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1193
31,225,12.69,1.6,Reetta HURSKE,15 MAY 1995,FIN,4f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1192
32,225,12.69,1.6,Lotta HARALA,26 MAR 1992,FIN,5f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1192
33,225,12.69,1.2,Mako FUKUBE,28 OCT 1995,JPN,1,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1192
34,225,12.69,0.4,Sarah LAVIN,28 MAY 1994,IRL,6sf2,"Stade de France, Paris (FRA)",09 AUG 2024,1192
35,225,12.69,-0.9,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1197
36,237,12.7,1.5,Grace STARK,06 MAY 2001,USA,1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1191
37,237,12.7,-0.2,Ditaji KAMBUNDJI,20 MAY 2002,SUI,7,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1192
38,237,12.7,1.4,Alexandra WEBSTER,24 MAR 2002,USA,2sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1191
39,237,12.7,0.5,Mariam ABDUL-RASHID,21 SEP 1997,CAN,1,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1191
40,237,12.7,1.1,Pia SKRZYSZOWSKA,20 APR 2001,POL,2h1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1191
41,237,12.7,1.1,Ebony MORRISON,28 DEC 1994,LBR,1,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1191
42,237,12.7,0.5,Oneka WILSON,09 JUN 2003,JAM,5,"National Stadium, Kingston (JAM)",30 JUN 2024,1191
43,237,12.7,1.4,Elvira HRABARENKA,09 JAN 1997,BLR,1,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1191
44,237,12.7,1.5,Yoveinny MOTA,20 JUN 2000,VEN,5h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1191
45,237,12.7,-0.4,Kendra HARRISON,18 SEP 1992,USA,6,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1193
46,247,12.71,0.9,Grace STARK,06 MAY 2001,USA,1h1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1189
47,247,12.71,1.8,Leah PHILLIPS,14 AUG 2002,USA,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1189
48,247,12.71,-0.4,Sydney MCLAUGHLIN-LEVRONE,07 AUG 1999,USA,1f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1191
49,247,12.71,1.3,Michelle ATHERLEY,09 DEC 1995,USA,1ce5,"Mösle-Stadium, Götzis (AUT)",18 MAY 2024,1189
50,247,12.71,-0.6,Pia SKRZYSZOWSKA,20 APR 2001,POL,2,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1192
51,247,12.71,-1.9,Danielle WILLIAMS,14 SEP 1992,JAM,4,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1200
52,247,12.71,-0.6,Megan TAPPER,18 MAR 1994,JAM,1h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1192
53,247,12.71,1.6,Yoveinny MOTA,20 JUN 2000,VEN,6f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1189
54,247,12.71,-0.6,Devynne CHARLTON,26 NOV 1995,BAH,2h5,"Stade de France, Paris (FRA)",07 AUG 2024,1192
55,247,12.71,0.4,Tonea MARSHALL,17 OCT 1998,USA,6,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1189
56,257,12.72,1.1,Aasia LAURENCIN,01 SEP 2002,USA,2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1188
57,257,12.72,1.3,Rayniah JONES,28 SEP 2001,USA,1h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1188
58,257,12.72,1.7,Jasmine JONES,30 NOV 2001,USA,2pr2,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1188
59,257,12.72,1.7,Emelia CHATFIELD,23 NOV 2001,USA,2pr2,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1188
60,257,12.72,0.6,Pia SKRZYSZOWSKA,20 APR 2001,POL,1h2,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1188
61,257,12.72,0.8,Nadine VISSER,09 FEB 1995,NED,5,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1188
62,257,12.72,0.3,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,1f1,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1188
63,257,12.72,0.0,Cindy SEMBER,05 AUG 1994,GBR,2h2,"Stade de France, Paris (FRA)",07 AUG 2024,1188
64,257,12.72,-0.6,Grace STARK,06 MAY 2001,USA,3h5,"Stade de France, Paris (FRA)",07 AUG 2024,1191
65,266,12.73,1.7,Sarah LAVIN,28 MAY 1994,IRL,5,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1187
66,266,12.73,1.1,Amber HUGHES,23 SEP 1994,USA,1f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1187
67,266,12.73,0.0,Amber HUGHES,23 SEP 1994,USA,1,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1187
68,266,12.73,1.0,Amoi BROWN,11 JAN 1999,JAM,3,"National Stadium, Kingston (JAM)",01 JUN 2024,1187
69,266,12.73,0.1,Sarah LAVIN,28 MAY 1994,IRL,1sf1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1187
70,266,12.73,-1.9,Masai RUSSELL,17 JUN 2000,USA,5,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1198
71,266,12.73,2.0,Michelle ATHERLEY,09 DEC 1995,USA,1ce1,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1187
72,266,12.73,-0.9,Devynne CHARLTON,26 NOV 1995,BAH,1h1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1192
73,266,12.73,0.2,Amber HUGHES,23 SEP 1994,USA,3h4,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1187
74,266,12.73,-1.4,Denisha CARTWRIGHT,28 DEC 1999,BAH,2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1195
75,266,12.73,0.0,Sarah LAVIN,28 MAY 1994,IRL,2h4,"Stade de France, Paris (FRA)",07 AUG 2024,1187
76,266,12.73,1.2,Yanique THOMPSON,12 MAR 1996,JAM,1,"Olympiastadion, Berlin (GER)",01 SEP 2024,1187
77,278,12.74,1.5,Aasia LAURENCIN,01 SEP 2002,USA,1h3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1185
78,278,12.74,0.3,Danielle WILLIAMS,14 SEP 1992,JAM,3,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1185
79,278,12.74,1.5,Sarah LAVIN,28 MAY 1994,IRL,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1185
80,278,12.74,0.3,Lotta HARALA,26 MAR 1992,FIN,3,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1185
81,278,12.74,1.1,Marione FOURIE,30 APR 2002,RSA,2,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1185
82,278,12.74,0.2,Alia ARMSTRONG,28 DEC 2000,USA,3h2,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1185
83,278,12.74,0.2,Yanni WU,28 JUL 1997,CHN,1,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1185
84,285,12.75,1.4,Talie BONDS,02 OCT 1998,USA,1f2,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",06 APR 2024,1184
85,285,12.75,0.8,Mako FUKUBE,28 OCT 1995,JPN,1sf1,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1184
86,285,12.75,0.5,Demisha ROSWELL,19 JUN 1998,JAM,6,"National Stadium, Kingston (JAM)",30 JUN 2024,1184
87,285,12.75,0.4,Yanique THOMPSON,12 MAR 1996,JAM,4h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1184
88,285,12.75,-0.9,Ditaji KAMBUNDJI,20 MAY 2002,SUI,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1189
89,290,12.76,1.8,Charisma TAYLOR,03 SEP 1999,BAH,1f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1182
90,290,12.76,1.8,Talie BONDS,02 OCT 1998,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1182
91,290,12.76,0.3,Masai RUSSELL,17 JUN 2000,USA,4,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1182
92,290,12.76,-0.9,Cindy SEMBER,05 AUG 1994,GBR,7,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1187
93,290,12.76,-0.9,Cindy SEMBER,05 AUG 1994,GBR,1f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1187
94,290,12.76,1.9,Reetta HURSKE,15 MAY 1995,FIN,1,"Kaarlen kenttä, Vaasa (FIN)",29 JUN 2024,1182
95,290,12.76,-1.1,Oneka WILSON,09 JUN 2003,JAM,3h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1188
96,290,12.76,-0.6,Demisha ROSWELL,19 JUN 1998,JAM,2h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1185
97,290,12.76,-1.2,Danielle WILLIAMS,14 SEP 1992,JAM,1h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1189
98,290,12.76,1.5,Reetta HURSKE,15 MAY 1995,FIN,6h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1182
99,290,12.76,-0.5,Tonea MARSHALL,17 OCT 1998,USA,9,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1185
0,290,12.76,-0.5,Kendra HARRISON,18 SEP 1992,USA,3f1,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1185
1,302,12.77,1.1,Alexandra WEBSTER,24 MAR 2002,USA,3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1181
2,302,12.77,1.8,Shani'a BELLAMY,02 FEB 2002,USA,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1181
3,302,12.77,1.2,Aasia LAURENCIN,01 SEP 2002,USA,1h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1181
4,302,12.77,0.8,Jalaysiya SMITH,11 JUN 2003,USA,3sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1181
5,302,12.77,1.1,Aasia LAURENCIN,01 SEP 2002,USA,1sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1181
6,302,12.77,-1.9,Kendra HARRISON,18 SEP 1992,USA,6,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1192
7,302,12.77,0.1,Rayniah JONES,28 SEP 2001,USA,2h3,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1181
8,302,12.77,0.2,Destiny HUVEN,10 MAR 2001,USA,4h4,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1181
9,302,12.77,0.5,Talie BONDS,02 OCT 1998,USA,3sf3,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1181
10,302,12.77,-1.2,Christina CLEMONS,29 MAY 1990,USA,2h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1188
11,312,12.78,1.5,Rayniah JONES,28 SEP 2001,USA,2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1180
12,312,12.78,1.4,Grace STARK,06 MAY 2001,USA,1h1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1180
13,312,12.78,0.3,Alaysha JOHNSON,20 JUL 1996,USA,5,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1180
14,312,12.78,-0.2,Rayniah JONES,28 SEP 2001,USA,1f2,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1181
15,312,12.78,1.3,Jyothi YARRAJI,28 AUG 1999,IND,1,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1180
16,312,12.78,1.0,Talie BONDS,02 OCT 1998,USA,4,"National Stadium, Kingston (JAM)",01 JUN 2024,1180
17,312,12.78,0.4,Reetta HURSKE,15 MAY 1995,FIN,3sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1180
18,312,12.78,-0.5,Tobi AMUSAN,23 APR 1997,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",17 JUN 2024,1183
19,312,12.78,0.3,Liz CLAY,09 MAY 1995,AUS,4,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1180
20,312,12.78,0.3,Nia ALI,23 OCT 1988,USA,3h2,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1180
21,312,12.78,0.4,Charisma TAYLOR,03 SEP 1999,BAH,5h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1180
22,312,12.78,0.3,Sarah LAVIN,28 MAY 1994,IRL,2f1,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1180
23,312,12.78,0.8,Charisma TAYLOR,03 SEP 1999,BAH,4h3,"Stade de France, Paris (FRA)",07 AUG 2024,1180
24,312,12.78,-0.4,Ditaji KAMBUNDJI,20 MAY 2002,SUI,7,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1182
25,312,12.78,0.4,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,7,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1180
26,327,12.79,1.3,Christina CLEMONS,29 MAY 1990,USA,1f2,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1178
27,327,12.79,0.5,Oneka WILSON,09 JUN 2003,JAM,1sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1178
28,327,12.79,0.2,Nadine VISSER,09 FEB 1995,NED,1h1,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1178
29,327,12.79,1.1,Rayniah JONES,28 SEP 2001,USA,2sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1178
30,327,12.79,0.1,Ditaji KAMBUNDJI,20 MAY 2002,SUI,2sf1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1178
31,327,12.79,0.3,Marione FOURIE,30 APR 2002,RSA,1,"Pilditch Stadium, Pretoria (RSA)",15 JUN 2024,1178
32,327,12.79,1.4,Sarah LAVIN,28 MAY 1994,IRL,1,"Morton Stadium, Santry, Dublin (IRL)",29 JUN 2024,1178
33,327,12.79,1.1,Cindy SEMBER,05 AUG 1994,GBR,1h1,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1178
34,327,12.79,-0.2,Amber HUGHES,23 SEP 1994,USA,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1179
35,327,12.79,-1.7,Denisha CARTWRIGHT,28 DEC 1999,BAH,4,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1188
36,327,12.79,1.6,Lotta HARALA,26 MAR 1992,FIN,1,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1178
37,327,12.79,0.1,Marione FOURIE,30 APR 2002,RSA,11,"Stade de France, Paris (FRA)",08 AUG 2024,1178
38,327,12.79,-0.5,Tonea MARSHALL,17 OCT 1998,USA,4f1,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1181
39,340,12.8,-1.3,Alaysha JOHNSON,20 JUL 1996,USA,1,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1184
40,340,12.8,-0.6,Yanni WU,28 JUL 1997,CHN,1,"National Stadium, Tokyo (JPN)",19 MAY 2024,1180
41,340,12.8,0.9,Jyothi YARRAJI,28 AUG 1999,IND,1h2,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1177
42,340,12.8,-0.9,Nia ALI,23 OCT 1988,USA,8,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182
43,340,12.8,-0.9,Masai RUSSELL,17 JUN 2000,USA,9,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182
44,340,12.8,0.0,Nia ALI,23 OCT 1988,USA,1,"Taipei Municipal Stadium, Taipei City (TPE)",01 JUN 2024,1177
45,340,12.8,0.4,Mariam ABDUL-RASHID,21 SEP 1997,CAN,1,"Foote Field, Edmonton (CAN)",13 JUN 2024,1177
46,340,12.8,0.5,Sarah LAVIN,28 MAY 1994,IRL,1h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1177
47,340,12.8,0.3,Michelle JENNEKE,23 JUN 1993,AUS,4h2,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1177
48,340,12.8,-0.2,Liz CLAY,09 MAY 1995,AUS,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1178
49,340,12.8,0.8,Mariam ABDUL-RASHID,21 SEP 1997,CAN,5h3,"Stade de France, Paris (FRA)",07 AUG 2024,1177
50,351,12.81,1.8,Aaliyah MCCORMICK,17 SEP 2004,USA,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1176
51,351,12.81,0.3,Ditaji KAMBUNDJI,20 MAY 2002,SUI,6,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1176
52,351,12.81,0.8,Shani'a BELLAMY,02 FEB 2002,USA,2,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1176
53,351,12.81,1.1,Charisma TAYLOR,03 SEP 1999,BAH,1,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1176
54,351,12.81,0.1,Nadine VISSER,09 FEB 1995,NED,2sf3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1176
55,351,12.81,0.4,Talie BONDS,02 OCT 1998,USA,2,"Foote Field, Edmonton (CAN)",13 JUN 2024,1176
56,351,12.81,0.1,Tobi AMUSAN,23 APR 1997,NGR,1h1,"Samuel Ogbemudia Stadium, Benin City (NGR)",16 JUN 2024,1176
57,351,12.81,1.9,Lotta HARALA,26 MAR 1992,FIN,2,"Kaarlen kenttä, Vaasa (FIN)",29 JUN 2024,1176
58,351,12.81,-1.4,Danielle WILLIAMS,14 SEP 1992,JAM,3,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1184
59,351,12.81,0.0,Ditaji KAMBUNDJI,20 MAY 2002,SUI,3h4,"Stade de France, Paris (FRA)",07 AUG 2024,1176
60,351,12.81,1.8,Elvira HRABARENKA,09 JAN 1997,BLR,h3,"Kalininets Stadium, Yekaterinburg (RUS)",16 AUG 2024,1176
61,351,12.81,1.9,Mako FUKUBE,28 OCT 1995,JPN,1f2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1176
62,363,12.82,0.9,Laeticia BAPTÉ,08 FEB 1999,FRA,6,"National Stadium, Kingston (JAM)",11 MAY 2024,1174
63,363,12.82,-2.0,Elvira HRABARENKA,09 JAN 1997,BLR,1,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1186
64,363,12.82,0.5,Rayniah JONES,28 SEP 2001,USA,2sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1174
65,363,12.82,0.8,Leah PHILLIPS,14 AUG 2002,USA,4sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1174
66,363,12.82,1.6,Reetta HURSKE,15 MAY 1995,FIN,4,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1174
67,363,12.82,1.9,Andrea Carolina VARGAS,28 MAY 1996,CRC,1,"Estadio Jorge Magico Gonzalez, San Salvador (ESA)",28 JUN 2024,1174
68,363,12.82,-0.7,Sarah LAVIN,28 MAY 1994,IRL,1,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1178
69,363,12.82,0.7,Denisha CARTWRIGHT,28 DEC 1999,BAH,4h2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1174
70,363,12.82,0.0,Pia SKRZYSZOWSKA,20 APR 2001,POL,3h2,"Stade de France, Paris (FRA)",07 AUG 2024,1174
71,363,12.82,0.4,Ebony MORRISON,28 DEC 1994,LBR,12,"Stade de France, Paris (FRA)",08 AUG 2024,1174
72,363,12.82,0.5,Danielle WILLIAMS,14 SEP 1992,JAM,6sf1,"Stade de France, Paris (FRA)",09 AUG 2024,1174
73,363,12.82,0.0,Elvira HRABARENKA,09 JAN 1997,BLR,,"Kalininets Stadium, Yekaterinburg (RUS)",16 AUG 2024,1174
74,363,12.82,0.0,Liz CLAY,09 MAY 1995,AUS,2,"Stade universitaire de St-Léonard, Fribourg (SUI)",01 SEP 2024,1174
75,363,12.82,-0.5,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,5f1,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1177
76,363,12.82,0.6,Ditaji KAMBUNDJI,20 MAY 2002,SUI,3,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1174
77,378,12.83,-1.3,Cindy SEMBER,05 AUG 1994,GBR,2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1180
78,378,12.83,-0.2,Michelle ATHERLEY,09 DEC 1995,USA,1ce5,"Hilmer Lodge Stadium, Walnut, CA (USA)",17 APR 2024,1174
79,378,12.83,0.5,Mariam ABDUL-RASHID,21 SEP 1997,CAN,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1173
80,378,12.83,0.3,Megan TAPPER,18 MAR 1994,JAM,7,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1173
