"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
43,403,10.13,0.0,Kayinsola AJAYI,14 SEP 2004,NGR,6sf2,"Stade de France, Paris (FRA)",04 AUG 2024,1162
44,403,10.13,-0.6,Romell GLAVE,11 NOV 1999,GBR,1,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1165
45,403,10.13,0.1,Brandon HICKLIN,02 APR 1999,USA,7,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1162
46,403,10.13,-0.4,Naoki INOUE,16 SEP 2003,JPN,2,"Todoroki Stadium, Kawasaki (JPN)",20 SEP 2024,1164
47,448,10.14,1.8,Josephus LYLES,22 JUL 1998,USA,1f5,"Tom Tellez Track, Houston, TX (USA)",14 MAR 2024,1159
48,448,10.14,-0.8,Emmanuel ESEME,17 AUG 1993,CMR,1,"University of Ghana Sports Stadium, Accra (GHA)",19 MAR 2024,1163
49,448,10.14,0.1,Benjamin RICHARDSON,19 DEC 2003,RSA,1,"Pilditch Stadium, Pretoria (RSA)",21 MAR 2024,1159
50,448,10.14,1.5,Trayvion WHITE-AUSTIN,13 DEC 2000,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",23 MAR 2024,1159
51,448,10.14,1.6,Paulo André CAMILO,20 AUG 1998,BRA,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1159
52,448,10.14,0.4,Shainer REGINFO MONTOYA,08 APR 2002,CUB,1f1,"Pista Rafael Fortun Chacon, Camagüey (CUB)",10 APR 2024,1159
53,448,10.14,0.8,Tapiwanashe MAKARAWU,14 AUG 2000,ZIM,1f1,"John Jacobs Track Complex, Norman, OK (USA)",13 APR 2024,1159
54,448,10.14,1.2,Kendal WILLIAMS,23 SEP 1995,USA,1h2,"National Training Center, Clermont, FL (USA)",20 APR 2024,1159
55,448,10.14,0.9,Zhenye XIE,17 AUG 1993,CHN,3f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 APR 2024,1159
56,448,10.14,0.9,Trayvon BROMELL,10 JUL 1995,USA,3f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 APR 2024,1159
57,448,10.14,1.8,Davian WILLEMS,17 JUN 2003,USA,2,"Veterans Memorial Stadium, La Crosse, WI (USA)",10 MAY 2024,1159
58,448,10.14,-0.8,Felipe BARDI,08 OCT 1998,BRA,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1163
59,448,10.14,0.3,Malachi SNOW,,USA,1f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1159
60,448,10.14,0.5,David FOSTER,29 AUG 2003,USA,4,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1159
61,448,10.14,1.8,Jeremiah AZU,15 MAY 2001,GBR,1h1,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1159
62,448,10.14,0.7,Seye OGUNLEWE,30 AUG 1991,NGR,4er1,"London Marathon Community Track, London (GBR)",26 MAY 2024,1159
63,448,10.14,0.9,Josephus LYLES,22 JUL 1998,USA,6,"National Stadium, Kingston (JAM)",01 JUN 2024,1159
64,448,10.14,1.7,Jimmy VICAUT,27 FEB 1992,FRA,5,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1159
65,448,10.14,0.3,Shaun MASWANGANYI,01 FEB 2001,RSA,2sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1159
66,448,10.14,-0.3,Abdul-Rasheed SAMINU,06 OCT 1997,GHA,1sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1160
67,448,10.14,0.7,Henrik LARSSON,30 SEP 1999,SWE,2sf1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1159
68,448,10.14,0.0,Carlos Andrés PALACIOS,11 NOV 1999,COL,2,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",08 JUN 2024,1159
69,448,10.14,0.4,Jhonny RENTERIA JIMÉNEZ,26 MAR 1997,COL,1h1,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",08 JUN 2024,1159
70,448,10.14,1.2,Ronnie BAKER,15 OCT 1993,USA,2f3,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1159
71,448,10.14,0.9,Ameer WEBB,19 MAR 1991,USA,2h1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1159
72,448,10.14,0.5,Neiker ABELLO,30 MAR 2000,COL,2f3,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL)",09 JUN 2024,1159
73,448,10.14,1.1,Joseph Paul AMOAH,12 JAN 1997,GHA,3,"Foote Field, Edmonton (CAN)",13 JUN 2024,1159
74,448,10.14,0.0,Kayinsola AJAYI,14 SEP 2004,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",16 JUN 2024,1159
75,448,10.14,1.2,Christopher BORZOR,11 APR 1999,HAI,5f1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1159
76,448,10.14,1.5,Benjamin AZAMATI,14 JAN 1998,GHA,4,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1159
77,448,10.14,-1.1,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,1,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1165
78,448,10.14,-0.2,Arthur CISSÉ,29 DEC 1996,CIV,1f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1160
79,448,10.14,1.0,Benjamin RICHARDSON,19 DEC 2003,RSA,1h8,"Stade Omnisport de JAPOMA, Douala (CMR)",21 JUN 2024,1159
80,448,10.14,1.2,Joshua AZZOPARDI,27 NOV 1999,AUS,3f1,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1159
81,448,10.14,0.1,Cooper BIBBS,14 APR 1998,USA,2h4,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1159
82,448,10.14,0.6,Sandrey DAVISON,25 JAN 2003,JAM,4sf1,"National Stadium, Kingston (JAM)",28 JUN 2024,1159
83,448,10.14,0.6,Jelani WALKER,10 JUN 1998,JAM,5sf1,"National Stadium, Kingston (JAM)",28 JUN 2024,1159
84,448,10.14,-0.2,Akihiro HIGASHIDA,13 DEC 1995,JPN,2,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1160
85,448,10.14,-0.2,Hiroki YANAGITA,25 JUL 2003,JPN,3,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1160
86,448,10.14,0.7,Chituru ALI,06 APR 1999,ITA,7sf1,"Stade de France, Paris (FRA)",04 AUG 2024,1159
87,448,10.14,0.5,Puripol BOONSON,13 JAN 2006,THA,9sf3,"Stade de France, Paris (FRA)",04 AUG 2024,1159
88,448,10.14,1.7,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,2er2,"London Marathon Community Track, London (GBR)",18 AUG 2024,1159
89,448,10.14,0.7,Erik CARDOSO,03 MAR 2000,BRA,2,"COTP Stadium, São Paulo (BRA)",23 AUG 2024,1159
90,448,10.14,0.0,Jerome BLAKE,18 AUG 1995,CAN,4,"Olympiastadion, Berlin (GER)",01 SEP 2024,1159
91,448,10.14,1.8,Emil Mader KJÆR,20 DEC 1999,DEN,1h1,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1159
92,448,10.14,0.3,Seye OGUNLEWE,30 AUG 1991,NGR,2er1,"Stratford Community Track, London (GBR)",08 SEP 2024,1159
93,494,10.15,1.9,Jacob DESPARD,20 NOV 1996,AUS,1f1,"AIS Athletics Track, Canberra (AUS)",27 JAN 2024,1155
94,494,10.15,1.9,Joshua AZZOPARDI,27 NOV 1999,AUS,1f1,"AIS Athletics Track, Canberra (AUS)",27 JAN 2024,1155
95,494,10.15,1.9,Alexander COLGAN,31 OCT 2004,AUS,1f1,"AIS Athletics Track, Canberra (AUS)",27 JAN 2024,1155
96,494,10.15,1.8,Nigel ELLIS,08 AUG 1997,JAM,1h3,"National Stadium, Kingston (JAM)",24 FEB 2024,1155
97,494,10.15,-0.1,Emmanuel ESEME,17 AUG 1993,CMR,1h1,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1155
98,494,10.15,0.5,Davonte HOWELL,28 OCT 2005,CAY,1,"Kirani James Athletic Stadium, St. George's (GRN)",30 MAR 2024,1155
99,494,10.15,1.7,Filippo TORTU,15 JUN 1998,ITA,7f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1155
0,494,10.15,1.4,Traunard FOLSON,2003,USA,1f5,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1155
1,494,10.15,-0.4,Sandrey DAVISON,25 JAN 2003,JAM,1f1,"Jamaica College Ashenheim Stadium, Kingston (JAM)",20 APR 2024,1157
2,494,10.15,1.6,Trayvion WHITE-AUSTIN,13 DEC 2000,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1155
3,494,10.15,1.7,Keli ZENG,28 SEP 2006,CHN,1sf1,Dubai (UAE),25 APR 2024,1155
4,494,10.15,0.9,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,5f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 APR 2024,1155
5,494,10.15,1.0,Mason PHILLIPS,,USA,1,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",27 APR 2024,1155
6,494,10.15,1.8,Gaofei SUI,19 APR 2001,CHN,1sf1,"Sports Center, Bengbu (CHN)",10 MAY 2024,1155
7,494,10.15,0.9,Neiker ABELLO,30 MAR 2000,COL,2h3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1155
8,494,10.15,0.1,Ibrahim FUSEINI,24 NOV 2002,GHA,1,"University of the Incarnate Word, San Antonio, TX (USA)",11 MAY 2024,1155
9,494,10.15,0.6,Tyquendo TRACEY,10 JUN 1993,JAM,1f2,"National Stadium, Kingston (JAM)",11 MAY 2024,1155
10,494,10.15,0.6,Bryan LEVELL,23 DEC 2003,JAM,1f2,"National Stadium, Kingston (JAM)",11 MAY 2024,1155
11,494,10.15,0.3,Coby HILTON,08 APR 1998,USA,2,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1155
12,494,10.15,0.0,Yupun ABEYKOON,31 DEC 1994,SRI,1h1,"Paul-Greifzu-Stadion, Dessau (GER)",24 MAY 2024,1155
13,494,10.15,0.7,Jamal MILLER,19 JUL 2000,JAM,3sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1155
14,494,10.15,0.7,Cheickna TRAORE,21 OCT 2000,CIV,5sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1155
15,494,10.15,1.9,Lucas ANSAH-PEPRAH,16 JAN 2000,GER,3f2,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1155
16,494,10.15,-0.9,Ronnie BAKER,15 OCT 1993,USA,2,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1160
17,494,10.15,1.1,Usheoritse ITSEKIRI,31 JAN 1998,NGR,1h2,"Alumni Field, Windsor (CAN)",02 JUN 2024,1155
18,494,10.15,1.7,Eugene AMO-DADZIE,22 JUN 1992,GBR,1h2,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1155
19,494,10.15,0.3,Wanya MCCOY,29 MAR 2003,BAH,3sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1155
20,494,10.15,0.2,Lance LANG,01 FEB 2001,USA,9,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1155
21,494,10.15,1.1,Yuki KOIKE,13 MAY 1995,JPN,3f1,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1155
22,494,10.15,1.4,Andre DE GRASSE,10 NOV 1994,CAN,2h2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1155
23,494,10.15,1.5,Joshua AZZOPARDI,27 NOV 1999,AUS,4,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1155
24,494,10.15,0.0,Bayanda WALAZA,09 FEB 2006,RSA,1h7,"Stade Omnisport de JAPOMA, Douala (CMR)",21 JUN 2024,1155
25,494,10.15,1.1,Simon VERHERSTRAETEN,14 JAN 1999,BEL,1h3,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1155
26,494,10.15,-0.1,Ronnie BAKER,15 OCT 1993,USA,2h5,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1155
27,494,10.15,0.0,Emmanuel ESEME,17 AUG 1993,CMR,2,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1155
28,494,10.15,1.7,Franquelo PEREZ,19 JUL 2002,DOM,1h2,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1155
29,494,10.15,1.0,Shakur WILLIAMS,29 OCT 2001,JAM,6h2,"National Stadium, Kingston (JAM)",27 JUN 2024,1155
30,494,10.15,1.4,Dylan VERMONT,24 AUG 1999,FRA,3,"Stade Josette et Roger Mikulak, Angers (FRA)",28 JUN 2024,1155
31,494,10.15,0.2,Duan ASEMOTA,29 AUG 1996,CAN,2h2,"Complexe Sportif Claude-Robillard, Montréal (CAN)",28 JUN 2024,1155
32,494,10.15,1.4,Jerome BLAKE,18 AUG 1995,CAN,1h3,"Complexe Sportif Claude-Robillard, Montréal (CAN)",28 JUN 2024,1155
33,494,10.15,0.6,Gary CARD,04 JUN 2007,JAM,1sf2,"National Stadium, Kingston (JAM)",28 JUN 2024,1155
34,494,10.15,0.4,Julian FORTE,07 JAN 1993,JAM,4sf2,"National Stadium, Kingston (JAM)",28 JUN 2024,1155
35,494,10.15,0.6,Simon VERHERSTRAETEN,14 JAN 1999,BEL,1f2,"Boudewijnstadion, Bruxelles (BEL)",29 JUN 2024,1155
36,494,10.15,0.6,Owen ANSAH,28 NOV 2000,GER,1sf1,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1155
37,494,10.15,1.2,Joshua HARTMANN,09 JUN 1999,GER,1sf2,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1155
38,494,10.15,1.8,Soshi MIZUKUBO,01 MAR 1999,JPN,1,"Prefectural Sports Park, Miyazaki (JPN)",06 JUL 2024,1155
39,494,10.15,0.3,Letsile TEBOGO,07 JUN 2003,BOT,1h3,"Centro Gabre Gabric, Brescia (ITA)",06 JUL 2024,1155
40,494,10.15,-0.6,Rohan WATSON,29 APR 2002,JAM,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1158
41,494,10.15,-0.7,Aaron BROWN,27 MAY 1992,CAN,4,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1159
42,494,10.15,0.9,Kobe VLEMINCKX,31 MAY 1998,BEL,4f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1155
43,494,10.15,1.8,Earl SIMMONS,26 DEC 2001,VIN,1,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1155
44,494,10.15,1.2,Brandon HICKLIN,02 APR 1999,USA,6,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1155
45,494,10.15,1.5,Earl SIMMONS,26 DEC 2001,VIN,1h1,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1155
46,494,10.15,0.7,Rikkoi BRATHWAITE,13 FEB 1999,IVB,8sf1,"Stade de France, Paris (FRA)",04 AUG 2024,1155
47,494,10.15,0.9,Hygor Gabriel BEZERA,08 OCT 2002,BRA,1sf1,"CNDA, Bragança Paulista (BRA)",16 AUG 2024,1155
48,494,10.15,0.0,Hassan TAFTIAN,04 MAY 1993,IRI,1,"5 Mordad Stadium, Arak (IRI)",19 AUG 2024,1155
49,494,10.15,1.1,Simon WULFF,01 JAN 2001,GER,1h2,"Heinz-Steyer-Stadion, Dresden (GER)",30 AUG 2024,1155
50,494,10.15,1.3,Jerome BLAKE,18 AUG 1995,CAN,1,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1155
51,494,10.15,-0.2,Jerome BLAKE,18 AUG 1995,CAN,4,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1156
52,553,10.16,-0.5,Emmanuel Ekanem CONSIDER,01 DEC 2004,NGR,1sf1,"Stephen Keshi Stadium, Asaba (NGR)",17 FEB 2024,1155
53,553,10.16,1.9,Devin AUGUSTINE,02 DEC 2003,TTO,3f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",16 MAR 2024,1152
54,553,10.16,0.1,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,3f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1152
55,553,10.16,0.1,Bryan LEVELL,23 DEC 2003,JAM,1f4,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1152
56,553,10.16,1.6,Jaleel CROAL,13 MAR 2003,IVB,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1152
57,553,10.16,1.3,David FOSTER,29 AUG 2003,USA,5f3,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1152
58,553,10.16,1.6,Kendal WILLIAMS,23 SEP 1995,USA,5f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1152
59,553,10.16,1.7,Seye OGUNLEWE,30 AUG 1991,NGR,5f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1152
60,553,10.16,1.8,Sam BLASKOWSKI,05 NOV 2002,USA,1sf1,"Veterans Memorial Stadium, La Crosse, WI (USA)",10 MAY 2024,1152
61,553,10.16,1.1,Lance LANG,01 FEB 2001,USA,3h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1152
62,553,10.16,0.6,Myles THOMAS,2004,USA,2h3,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1152
63,553,10.16,0.3,Marcellus MOORE,30 JUN 2002,USA,2f3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1152
64,553,10.16,0.3,Louie HINCHLIFFE,18 JUL 2002,GBR,2f3,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1152
65,553,10.16,2.0,Méba Mickaël ZEZE,19 MAY 1994,FRA,7f1,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1152
66,553,10.16,1.0,Cejhae GREENE,06 OCT 1995,ANT,1h2,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1152
67,553,10.16,0.6,Lance LANG,01 FEB 2001,USA,8,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1152
68,553,10.16,0.5,Travis WILLIAMS,11 MAR 2003,JAM,5,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1152
69,553,10.16,0.5,Kaleb SIMPSON,,USA,6,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1152
70,553,10.16,0.5,Coby HILTON,08 APR 1998,USA,1,"Sportzentrum Niederösterreich, St. Pölten (AUT)",17 MAY 2024,1152
71,553,10.16,1.7,Seye OGUNLEWE,30 AUG 1991,NGR,1h1,"Enwag-Stadion, Wetzlar (GER)",18 MAY 2024,1152
72,553,10.16,2.0,Richard KILTY,02 SEP 1989,GBR,2er11,"Lee Valley Athletics Centre, London (GBR)",19 MAY 2024,1152
73,553,10.16,1.9,Yohan BLAKE,26 DEC 1989,JAM,1h2,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1152
74,553,10.16,1.9,Deniz ALMAS,17 JUL 1997,GER,1h3,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1152
75,553,10.16,0.3,Yupun ABEYKOON,31 DEC 1994,SRI,1f1,"Paul-Greifzu-Stadion, Dessau (GER)",24 MAY 2024,1152
76,553,10.16,0.7,Solomon Kweku HAMMOND,27 JAN 1999,GHA,4sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1152
77,553,10.16,0.7,Eloy BENITEZ,07 MAY 2003,PUR,1f1,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",25 MAY 2024,1152
78,553,10.16,0.6,Duan ASEMOTA,29 AUG 1996,CAN,1h2,"Alumni Stadium, London (CAN)",26 MAY 2024,1152
79,553,10.16,0.7,Ojie EDOBURUN,02 JUN 1996,GBR,5er1,"London Marathon Community Track, London (GBR)",26 MAY 2024,1152
80,553,10.16,-1.0,Emmanuel ESEME,17 AUG 1993,CMR,1,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1158
81,553,10.16,1.7,Shoma YAMAMOTO,20 JUN 2002,JPN,1h2,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1152
82,553,10.16,0.7,Henrik LARSSON,30 SEP 1999,SWE,4,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1152
83,553,10.16,0.9,Sachin DENNIS,02 AUG 2002,JAM,1f2,"National Stadium, Kingston (JAM)",08 JUN 2024,1152
84,553,10.16,0.8,Duan ASEMOTA,29 AUG 1996,CAN,1h2,"Foote Field, Edmonton (CAN)",13 JUN 2024,1152
85,553,10.16,0.7,Yuhi MORI,14 DEC 2003,JPN,1sf2,"Lemon Gas Stadium, Hiratsuka (JPN)",15 JUN 2024,1152
86,553,10.16,0.0,Alaba Olukunle AKINTOLA,14 SEP 2001,NGR,2,"Samuel Ogbemudia Stadium, Benin City (NGR)",16 JUN 2024,1152
87,553,10.16,1.2,Jiapeng CHEN,05 JUL 2002,CHN,4f1,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1152
88,553,10.16,0.2,ZaChaeus BEARD,30 SEP 2000,USA,3h3,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1152
89,553,10.16,0.0,Eugene AMO-DADZIE,22 JUN 1992,GBR,1f21,"Lee Valley Athletics Centre, London (GBR)",23 JUN 2024,1152
90,553,10.16,-1.8,Wanya MCCOY,29 MAR 2003,BAH,1f1,"T. Robinson Stadium, Nassau (BAH)",26 JUN 2024,1162
91,553,10.16,0.8,Deandre DALEY,08 FEB 2005,JAM,1h3,"National Stadium, Kingston (JAM)",27 JUN 2024,1152
92,553,10.16,0.4,Bouwahjgie NKRUMIE,16 FEB 2004,JAM,4h1,"National Stadium, Kingston (JAM)",27 JUN 2024,1152
93,553,10.16,0.0,Deandre DALEY,08 FEB 2005,JAM,2,"National Stadium, Kingston (JAM)",28 JUN 2024,1152
94,553,10.16,0.5,Mamadou Fall SARR,29 NOV 1998,SEN,1,"Stade Yvon Chevalier, Saintes (FRA)",28 JUN 2024,1152
95,553,10.16,-0.2,Akihiro HIGASHIDA,13 DEC 1995,JPN,1sf1,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1153
96,553,10.16,0.5,Yannick WOLF,12 MAY 2000,GER,3,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1152
97,553,10.16,0.8,Brandon HICKLIN,02 APR 1999,USA,4,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1152
98,553,10.16,-0.7,Emmanuel ESEME,17 AUG 1993,CMR,1,"Estádio Municipal Fontelo, Viseu (POR)",13 JUL 2024,1156
99,553,10.16,0.3,Simon VERHERSTRAETEN,14 JAN 1999,BEL,1f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1152
0,553,10.16,0.8,Enoch ADEGOKE,08 MAR 2000,NGR,2f2,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1152
1,553,10.16,0.2,Joshua HARTMANN,09 JUN 1999,GER,3h2,"Stade de France, Paris (FRA)",03 AUG 2024,1152
2,553,10.16,-0.2,Zhenye XIE,17 AUG 1993,CHN,4h3,"Stade de France, Paris (FRA)",03 AUG 2024,1153
3,553,10.16,0.0,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,4h4,"Stade de France, Paris (FRA)",03 AUG 2024,1152
4,553,10.16,0.0,Joshua HARTMANN,09 JUN 1999,GER,7sf2,"Stade de France, Paris (FRA)",04 AUG 2024,1152
5,553,10.16,1.2,Shoto UNO,17 MAY 2001,JPN,1h4,"Athletic Park Stadium, Sano (JPN)",17 AUG 2024,1152
6,553,10.16,1.0,Jerome BLAKE,18 AUG 1995,CAN,1h1,"Heinz-Steyer-Stadion, Dresden (GER)",30 AUG 2024,1152
7,553,10.16,1.3,Pjai AUSTIN,19 SEP 2000,USA,2,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1152
8,553,10.16,0.0,Joshua HARTMANN,09 JUN 1999,GER,5,"Olympiastadion, Berlin (GER)",01 SEP 2024,1152
9,610,10.17,0.1,Pablo MATEO,01 FEB 2001,FRA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",16 MAR 2024,1148
10,610,10.17,2.0,Rikkoi BRATHWAITE,13 FEB 1999,IVB,1f2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1148
11,610,10.17,1.5,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1148
12,610,10.17,0.4,Reynaldo R. ESPINOSA,01 FEB 2003,CUB,2f1,"Pista Rafael Fortun Chacon, Camagüey (CUB)",10 APR 2024,1148
13,610,10.17,1.4,Sebastian SULTANA,15 SEP 2005,AUS,1sf1,"SA Athletic Stadium, Adelaide (AUS)",13 APR 2024,1148
14,610,10.17,-0.6,Fred KERLEY,07 MAY 1995,USA,2,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1151
15,610,10.17,1.2,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,2h2,"National Training Center, Clermont, FL (USA)",20 APR 2024,1148
16,610,10.17,-0.1,Emmanuel ESEME,17 AUG 1993,CMR,4,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1148
17,610,10.17,-0.1,Jinxian HE,13 NOV 2006,CHN,1,"Sports Center, Bengbu (CHN)",10 MAY 2024,1148
18,610,10.17,1.1,Jehlani GORDON,01 DEC 2003,JAM,4h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1148
19,610,10.17,0.6,Tarsis Gracious OROGOT,24 NOV 2002,UGA,3h3,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1148
20,610,10.17,0.2,Henrik LARSSON,30 SEP 1999,SWE,2h1,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1148
21,610,10.17,0.5,Coby HILTON,08 APR 1998,USA,1,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1148
22,610,10.17,0.0,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,2h1,"Paul-Greifzu-Stadion, Dessau (GER)",24 MAY 2024,1148
23,610,10.17,0.7,Davonte HOWELL,28 OCT 2005,CAY,5sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1148
24,610,10.17,0.9,Kayhan ÖZER,11 JUN 1998,TUR,1,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1148
25,610,10.17,0.1,Romell GLAVE,11 NOV 1999,GBR,1f1,"London Marathon Community Track, London (GBR)",26 MAY 2024,1148
26,610,10.17,0.0,Ryiem FORDE,23 MAY 2001,JAM,2,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1148
27,610,10.17,0.3,Lalu Muhammad ZOHRI,01 JUL 2000,INA,1h1,"Taipei Municipal Stadium, Taipei City (TPE)",01 JUN 2024,1148
28,610,10.17,0.7,Seye OGUNLEWE,30 AUG 1991,NGR,3h1,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1148
